PID,Product,Category,Cost_per_box,GeoID,Geo,Boxes,TotalCost,Reveneu,Profit,SaleDate,Customers,SPID,Salesperson,Team
P20,Smooth Sliky Salty,Bars,2.97,G6,UK,770,2286.9,13076,10789.1,9/2/2021 0:00,140,SP02,Dennison Crosswaite,Yummies
P13,85% Dark Bars,Bars,0.64,G4,New Zealand,73,46.72,1533,1486.28,3/9/2021 0:00,195,SP23,Van Tuxwell,Yummies
P18,Manuka Honey Choco,Other,4.75,G5,Australia,163,774.25,1463,688.75,8/2/2021 0:00,110,SP17,Rafaelita Blaksland,unkown
P20,Smooth Sliky Salty,Bars,2.97,G2,USA,92,273.24,1561,1287.76,10/8/2021 0:00,319,SP04,Wilone O'Kielt,Delish
P21,Choco Coated Almonds,Bites,6.17,G4,New Zealand,3,18.51,42,23.49,12/2/2021 0:00,39,SP25,Camilla Castle,Delish
P21,Choco Coated Almonds,Bites,6.17,G2,USA,34,209.78,441,231.22,12/30/2021 0:00,187,SP20,Oby Sorrel,Jucies
P12,Fruit & Nut Bars,Bars,1.58,G4,New Zealand,351,554.58,8764,8209.42,10/14/2021 0:00,48,SP17,Rafaelita Blaksland,unkown
P10,Spicy Special Slims,Bites,5.79,G5,Australia,83,480.57,1575,1094.43,10/18/2021 0:00,254,SP14,Dotty Strutley,Delish
P20,Smooth Sliky Salty,Bars,2.97,G5,Australia,465,1381.05,7889,6507.95,2/12/2021 0:00,129,SP16,Marney O'Breen,Jucies
P20,Smooth Sliky Salty,Bars,2.97,G6,UK,139,412.83,2359,1946.17,4/7/2021 0:00,53,SP15,Kelci Walkden,Yummies
P08,99% Dark & Pure,Bars,2.47,G1,India,224,553.28,2464,1910.72,5/27/2021 0:00,250,SP14,Dotty Strutley,Delish
P18,Manuka Honey Choco,Other,4.75,G6,UK,131,622.25,1043,420.75,10/5/2021 0:00,22,SP05,Gigi Bohling,Delish
P18,Manuka Honey Choco,Other,4.75,G4,New Zealand,142,674.5,994,319.5,10/5/2021 0:00,168,SP02,Dennison Crosswaite,Yummies
P15,Baker's Choco Chips,Bars,3.4,G2,USA,242,822.8,5789,4966.2,2/3/2021 0:00,45,SP16,Marney O'Breen,Jucies
P03,Almond Choco,Bars,9.6,G5,Australia,130,1248,1428,180,1/7/2021 0:00,233,SP15,Kelci Walkden,Yummies
P15,Baker's Choco Chips,Bars,3.4,G4,New Zealand,158,537.2,4102,3564.8,8/30/2021 0:00,55,SP24,Roddy Speechley,Delish
P07,Drinking Coco,Other,1.62,G3,Canada,506,819.72,11620,10800.28,10/7/2021 0:00,396,SP21,Mallorie Waber,unkown
P21,Choco Coated Almonds,Bites,6.17,G5,Australia,500,3085,7000,3915,11/10/2021 0:00,108,SP02,Dennison Crosswaite,Yummies
P19,70% Dark Bites,Bites,4.97,G1,India,182,904.54,3815,2910.46,9/21/2021 0:00,34,SP01,Barr Faughny,Yummies
P15,Baker's Choco Chips,Bars,3.4,G3,Canada,420,1428,10066,8638,2/4/2021 0:00,173,SP13,Jan Morforth,Delish
P04,Raspberry Choco,Bars,4.09,G1,India,49,200.41,777,576.59,1/11/2021 0:00,96,SP11,Husein Augar,Yummies
P07,Drinking Coco,Other,1.62,G6,UK,391,633.42,9758,9124.58,3/5/2021 0:00,27,SP11,Husein Augar,Yummies
P11,After Nines,Bites,4.43,G6,UK,417,1847.31,8330,6482.69,4/7/2021 0:00,119,SP08,Ches Bonnell,unkown
P09,Orange Choco,Bars,7.14,G6,UK,660,4712.4,5278,565.6,3/1/2021 0:00,42,SP04,Wilone O'Kielt,Delish
P04,Raspberry Choco,Bars,4.09,G4,New Zealand,103,421.27,1638,1216.73,2/19/2021 0:00,204,SP04,Wilone O'Kielt,Delish
P01,Milk Bars,Bars,1.52,G2,USA,634,963.68,6335,5371.32,5/20/2021 0:00,192,SP08,Ches Bonnell,unkown
P12,Fruit & Nut Bars,Bars,1.58,G5,Australia,215,339.7,4711,4371.3,5/19/2021 0:00,246,SP19,Beverie Moffet,Jucies
P06,Eclairs,Bites,2.24,G1,India,32,71.68,476,404.32,9/13/2021 0:00,448,SP17,Rafaelita Blaksland,unkown
P03,Almond Choco,Bars,9.6,G1,India,355,3408,4606,1198,7/12/2021 0:00,188,SP06,Curtice Advani,Delish
P15,Baker's Choco Chips,Bars,3.4,G5,Australia,630,2142,16380,14238,8/18/2021 0:00,258,SP01,Barr Faughny,Yummies
P05,Mint Chip Choco,Bars,1.54,G6,UK,47,72.38,791,718.62,10/5/2021 0:00,345,SP10,Brien Boise,Jucies
P14,White Choc,Other,0.16,G5,Australia,602,96.32,6013,5916.68,11/11/2021 0:00,6,SP10,Brien Boise,Jucies
P06,Eclairs,Bites,2.24,G1,India,726,1626.24,10885,9258.76,11/30/2021 0:00,227,SP12,Karlen McCaffrey,Yummies
P06,Eclairs,Bites,2.24,G4,New Zealand,265,593.6,3962,3368.4,11/30/2021 0:00,300,SP20,Oby Sorrel,Jucies
P10,Spicy Special Slims,Bites,5.79,G1,India,64,370.56,1211,840.44,11/18/2021 0:00,142,SP23,Van Tuxwell,Yummies
P20,Smooth Sliky Salty,Bars,2.97,G4,New Zealand,178,528.66,2842,2313.34,2/3/2021 0:00,27,SP16,Marney O'Breen,Jucies
P16,Organic Choco Syrup,Other,1.47,G4,New Zealand,418,614.46,3339,2724.54,12/9/2021 0:00,21,SP09,Andria Kimpton,Jucies
P02,50% Dark Bites,Bites,2.57,G4,New Zealand,472,1213.04,12719,11505.96,7/21/2021 0:00,3,SP11,Husein Augar,Yummies
P22,Peanut Butter Cubes,Bites,3.57,G4,New Zealand,109,389.13,2709,2319.87,5/13/2021 0:00,89,SP12,Karlen McCaffrey,Yummies
P19,70% Dark Bites,Bites,4.97,G6,UK,130,646.1,2716,2069.9,6/2/2021 0:00,83,SP22,Jehu Rudeforth,unkown
P18,Manuka Honey Choco,Other,4.75,G6,UK,496,2356,4956,2600,8/9/2021 0:00,214,SP11,Husein Augar,Yummies
P15,Baker's Choco Chips,Bars,3.4,G1,India,81,275.4,1932,1656.6,8/9/2021 0:00,372,SP17,Rafaelita Blaksland,unkown
P02,50% Dark Bites,Bites,2.57,G5,Australia,447,1148.79,10724,9575.21,3/11/2021 0:00,254,SP07,Kaine Padly,Delish
P05,Mint Chip Choco,Bars,1.54,G3,Canada,285,438.9,4557,4118.1,9/15/2021 0:00,102,SP03,Gunar Cockshoot,Yummies
P06,Eclairs,Bites,2.24,G5,Australia,3,6.72,35,28.28,4/28/2021 0:00,10,SP07,Kaine Padly,Delish
P08,99% Dark & Pure,Bars,2.47,G5,Australia,588,1452.36,7049,5596.64,1/8/2021 0:00,84,SP04,Wilone O'Kielt,Delish
P10,Spicy Special Slims,Bites,5.79,G1,India,53,306.87,896,589.13,1/29/2021 0:00,123,SP16,Marney O'Breen,Jucies
P19,70% Dark Bites,Bites,4.97,G3,Canada,1,4.97,7,2.03,5/4/2021 0:00,384,SP05,Gigi Bohling,Delish
P11,After Nines,Bites,4.43,G5,Australia,248,1098.64,4942,3843.36,7/8/2021 0:00,144,SP15,Kelci Walkden,Yummies
P22,Peanut Butter Cubes,Bites,3.57,G6,UK,329,1174.53,7217,6042.47,8/30/2021 0:00,167,SP04,Wilone O'Kielt,Delish
P16,Organic Choco Syrup,Other,1.47,G2,USA,2494,3666.18,14959,11292.82,12/14/2021 0:00,211,SP24,Roddy Speechley,Delish
P17,Caramel Stuffed Bars,Bars,0.54,G2,USA,217,117.18,2387,2269.82,8/27/2021 0:00,25,SP14,Dotty Strutley,Delish
P21,Choco Coated Almonds,Bites,6.17,G6,UK,401,2474.17,5614,3139.83,11/11/2021 0:00,256,SP13,Jan Morforth,Delish
P10,Spicy Special Slims,Bites,5.79,G3,Canada,280,1621.2,5320,3698.8,8/19/2021 0:00,51,SP02,Dennison Crosswaite,Yummies
P21,Choco Coated Almonds,Bites,6.17,G5,Australia,255,1573.35,4067,2493.65,3/24/2021 0:00,24,SP08,Ches Bonnell,unkown
P13,85% Dark Bars,Bars,0.64,G4,New Zealand,39,24.96,805,780.04,12/9/2021 0:00,144,SP12,Karlen McCaffrey,Yummies
P16,Organic Choco Syrup,Other,1.47,G3,Canada,574,843.78,4018,3174.22,1/26/2021 0:00,134,SP14,Dotty Strutley,Delish
P01,Milk Bars,Bars,1.52,G4,New Zealand,744,1130.88,7434,6303.12,6/15/2021 0:00,252,SP05,Gigi Bohling,Delish
P11,After Nines,Bites,4.43,G6,UK,744,3295.92,14868,11572.08,9/9/2021 0:00,270,SP07,Kaine Padly,Delish
P09,Orange Choco,Bars,7.14,G1,India,70,499.8,560,60.2,10/19/2021 0:00,109,SP23,Van Tuxwell,Yummies
P16,Organic Choco Syrup,Other,1.47,G1,India,1550,2278.5,10850,8571.5,9/21/2021 0:00,170,SP07,Kaine Padly,Delish
P20,Smooth Sliky Salty,Bars,2.97,G1,India,281,834.57,5047,4212.43,3/30/2021 0:00,178,SP07,Kaine Padly,Delish
P12,Fruit & Nut Bars,Bars,1.58,G4,New Zealand,144,227.52,3164,2936.48,6/17/2021 0:00,178,SP11,Husein Augar,Yummies
P17,Caramel Stuffed Bars,Bars,0.54,G1,India,734,396.36,9534,9137.64,8/13/2021 0:00,245,SP25,Camilla Castle,Delish
P21,Choco Coated Almonds,Bites,6.17,G2,USA,423,2609.91,5915,3305.09,7/26/2021 0:00,98,SP16,Marney O'Breen,Jucies
P01,Milk Bars,Bars,1.52,G3,Canada,1060,1611.2,11655,10043.8,4/9/2021 0:00,117,SP10,Brien Boise,Jucies
P14,White Choc,Other,0.16,G3,Canada,35,5.6,315,309.4,6/8/2021 0:00,106,SP22,Jehu Rudeforth,unkown
P04,Raspberry Choco,Bars,4.09,G1,India,213,871.17,3612,2740.83,10/28/2021 0:00,80,SP03,Gunar Cockshoot,Yummies
P08,99% Dark & Pure,Bars,2.47,G5,Australia,414,1022.58,4963,3940.42,12/6/2021 0:00,286,SP14,Dotty Strutley,Delish
P10,Spicy Special Slims,Bites,5.79,G2,USA,830,4805.7,14098,9292.3,6/15/2021 0:00,274,SP08,Ches Bonnell,unkown
P03,Almond Choco,Bars,9.6,G1,India,159,1526.4,1743,216.6,2/9/2021 0:00,315,SP17,Rafaelita Blaksland,unkown
P14,White Choc,Other,0.16,G2,USA,861,137.76,7749,7611.24,8/6/2021 0:00,133,SP21,Mallorie Waber,unkown
P21,Choco Coated Almonds,Bites,6.17,G2,USA,593,3658.81,7700,4041.19,5/12/2021 0:00,54,SP17,Rafaelita Blaksland,unkown
P14,White Choc,Other,0.16,G2,USA,405,64.8,4046,3981.2,2/18/2021 0:00,67,SP19,Beverie Moffet,Jucies
P13,85% Dark Bars,Bars,0.64,G6,UK,162,103.68,3395,3291.32,4/23/2021 0:00,128,SP02,Dennison Crosswaite,Yummies
P02,50% Dark Bites,Bites,2.57,G6,UK,442,1135.94,11487,10351.06,4/5/2021 0:00,67,SP14,Dotty Strutley,Delish
P22,Peanut Butter Cubes,Bites,3.57,G4,New Zealand,241,860.37,5523,4662.63,6/21/2021 0:00,132,SP03,Gunar Cockshoot,Yummies
P05,Mint Chip Choco,Bars,1.54,G6,UK,208,320.32,3738,3417.68,9/27/2021 0:00,266,SP20,Oby Sorrel,Jucies
P17,Caramel Stuffed Bars,Bars,0.54,G6,UK,349,188.46,4186,3997.54,4/12/2021 0:00,165,SP01,Barr Faughny,Yummies
P10,Spicy Special Slims,Bites,5.79,G3,Canada,328,1899.12,6223,4323.88,1/25/2021 0:00,142,SP03,Gunar Cockshoot,Yummies
P15,Baker's Choco Chips,Bars,3.4,G5,Australia,35,119,896,777,9/21/2021 0:00,91,SP13,Jan Morforth,Delish
P13,85% Dark Bars,Bars,0.64,G4,New Zealand,454,290.56,8610,8319.44,1/29/2021 0:00,316,SP04,Wilone O'Kielt,Delish
P20,Smooth Sliky Salty,Bars,2.97,G1,India,540,1603.8,9170,7566.2,9/27/2021 0:00,86,SP06,Curtice Advani,Delish
P09,Orange Choco,Bars,7.14,G1,India,96,685.44,959,273.56,6/8/2021 0:00,234,SP20,Oby Sorrel,Jucies
P21,Choco Coated Almonds,Bites,6.17,G1,India,656,4047.52,9184,5136.48,10/13/2021 0:00,105,SP08,Ches Bonnell,unkown
P07,Drinking Coco,Other,1.62,G2,USA,165,267.3,4123,3855.7,7/29/2021 0:00,273,SP22,Jehu Rudeforth,unkown
P19,70% Dark Bites,Bites,4.97,G4,New Zealand,324,1610.28,7756,6145.72,9/13/2021 0:00,36,SP10,Brien Boise,Jucies
P04,Raspberry Choco,Bars,4.09,G5,Australia,328,1341.52,5894,4552.48,6/30/2021 0:00,24,SP08,Ches Bonnell,unkown
P17,Caramel Stuffed Bars,Bars,0.54,G5,Australia,129,69.66,1414,1344.34,1/29/2021 0:00,280,SP03,Gunar Cockshoot,Yummies
P15,Baker's Choco Chips,Bars,3.4,G3,Canada,71,241.4,1701,1459.6,7/7/2021 0:00,15,SP04,Wilone O'Kielt,Delish
P18,Manuka Honey Choco,Other,4.75,G2,USA,1234,5861.5,11102,5240.5,12/21/2021 0:00,129,SP08,Ches Bonnell,unkown
P09,Orange Choco,Bars,7.14,G4,New Zealand,485,3462.9,5327,1864.1,3/17/2021 0:00,228,SP25,Camilla Castle,Delish
P08,99% Dark & Pure,Bars,2.47,G2,USA,186,459.42,2044,1584.58,7/15/2021 0:00,35,SP19,Beverie Moffet,Jucies
P21,Choco Coated Almonds,Bites,6.17,G4,New Zealand,184,1135.28,2940,1804.72,3/11/2021 0:00,83,SP20,Oby Sorrel,Jucies
P14,White Choc,Other,0.16,G6,UK,101,16.16,805,788.84,4/30/2021 0:00,217,SP02,Dennison Crosswaite,Yummies
P03,Almond Choco,Bars,9.6,G4,New Zealand,369,3542.4,4788,1245.6,10/12/2021 0:00,295,SP13,Jan Morforth,Delish
P15,Baker's Choco Chips,Bars,3.4,G2,USA,137,465.8,3283,2817.2,1/25/2021 0:00,176,SP11,Husein Augar,Yummies
P02,50% Dark Bites,Bites,2.57,G3,Canada,227,583.39,5887,5303.61,2/26/2021 0:00,69,SP22,Jehu Rudeforth,unkown
P22,Peanut Butter Cubes,Bites,3.57,G4,New Zealand,247,881.79,5425,4543.21,8/5/2021 0:00,300,SP14,Dotty Strutley,Delish
P04,Raspberry Choco,Bars,4.09,G5,Australia,178,728.02,2835,2106.98,10/12/2021 0:00,589,SP01,Barr Faughny,Yummies
P13,85% Dark Bars,Bars,0.64,G1,India,298,190.72,6251,6060.28,12/30/2021 0:00,200,SP05,Gigi Bohling,Delish
P08,99% Dark & Pure,Bars,2.47,G3,Canada,410,1012.7,5733,4720.3,7/15/2021 0:00,139,SP07,Kaine Padly,Delish
P13,85% Dark Bars,Bars,0.64,G2,USA,223,142.72,4676,4533.28,6/8/2021 0:00,205,SP15,Kelci Walkden,Yummies
P20,Smooth Sliky Salty,Bars,2.97,G3,Canada,18,53.46,294,240.54,2/1/2021 0:00,248,SP06,Curtice Advani,Delish
P21,Choco Coated Almonds,Bites,6.17,G4,New Zealand,310,1912.7,4018,2105.3,6/17/2021 0:00,67,SP22,Jehu Rudeforth,unkown
P14,White Choc,Other,0.16,G4,New Zealand,160,25.6,1596,1570.4,5/24/2021 0:00,140,SP16,Marney O'Breen,Jucies
P10,Spicy Special Slims,Bites,5.79,G5,Australia,236,1366.44,4711,3344.56,4/9/2021 0:00,332,SP11,Husein Augar,Yummies
P14,White Choc,Other,0.16,G3,Canada,276,44.16,2758,2713.84,10/19/2021 0:00,80,SP19,Beverie Moffet,Jucies
P05,Mint Chip Choco,Bars,1.54,G3,Canada,2,3.08,21,17.92,7/12/2021 0:00,262,SP05,Gigi Bohling,Delish
P05,Mint Chip Choco,Bars,1.54,G5,Australia,33,50.82,518,467.18,6/14/2021 0:00,23,SP17,Rafaelita Blaksland,unkown
P14,White Choc,Other,0.16,G3,Canada,1924,307.84,13468,13160.16,4/14/2021 0:00,288,SP04,Wilone O'Kielt,Delish
P15,Baker's Choco Chips,Bars,3.4,G2,USA,161,547.4,4186,3638.6,2/26/2021 0:00,113,SP06,Curtice Advani,Delish
P07,Drinking Coco,Other,1.62,G3,Canada,397,643.14,8715,8071.86,7/15/2021 0:00,128,SP17,Rafaelita Blaksland,unkown
P21,Choco Coated Almonds,Bites,6.17,G6,UK,1103,6805.51,16534,9728.49,6/28/2021 0:00,284,SP03,Gunar Cockshoot,Yummies
P02,50% Dark Bites,Bites,2.57,G2,USA,75,192.75,1778,1585.25,6/3/2021 0:00,99,SP10,Brien Boise,Jucies
P03,Almond Choco,Bars,9.6,G5,Australia,2,19.2,21,1.8,4/8/2021 0:00,51,SP11,Husein Augar,Yummies
P01,Milk Bars,Bars,1.52,G1,India,800,1216,7994,6778,10/28/2021 0:00,92,SP19,Beverie Moffet,Jucies
P21,Choco Coated Almonds,Bites,6.17,G3,Canada,448,2764.16,6720,3955.84,4/5/2021 0:00,177,SP05,Gigi Bohling,Delish
P10,Spicy Special Slims,Bites,5.79,G6,UK,74,428.46,1316,887.54,11/17/2021 0:00,174,SP06,Curtice Advani,Delish
P04,Raspberry Choco,Bars,4.09,G4,New Zealand,390,1595.1,6615,5019.9,2/1/2021 0:00,107,SP23,Van Tuxwell,Yummies
P22,Peanut Butter Cubes,Bites,3.57,G1,India,11,39.27,238,198.73,5/24/2021 0:00,117,SP11,Husein Augar,Yummies
P08,99% Dark & Pure,Bars,2.47,G4,New Zealand,1534,3788.98,16870,13081.02,6/23/2021 0:00,185,SP05,Gigi Bohling,Delish
P02,50% Dark Bites,Bites,2.57,G6,UK,212,544.84,5285,4740.16,7/5/2021 0:00,128,SP25,Camilla Castle,Delish
P18,Manuka Honey Choco,Other,4.75,G2,USA,334,1586.5,2667,1080.5,8/30/2021 0:00,328,SP13,Jan Morforth,Delish
P22,Peanut Butter Cubes,Bites,3.57,G4,New Zealand,137,489.09,3136,2646.91,4/14/2021 0:00,15,SP02,Dennison Crosswaite,Yummies
P03,Almond Choco,Bars,9.6,G4,New Zealand,41,393.6,525,131.4,12/7/2021 0:00,119,SP09,Andria Kimpton,Jucies
P07,Drinking Coco,Other,1.62,G2,USA,119,192.78,2730,2537.22,3/2/2021 0:00,85,SP10,Brien Boise,Jucies
P12,Fruit & Nut Bars,Bars,1.58,G4,New Zealand,70,110.6,1519,1408.4,10/12/2021 0:00,196,SP16,Marney O'Breen,Jucies
P22,Peanut Butter Cubes,Bites,3.57,G4,New Zealand,120,428.4,2877,2448.6,7/2/2021 0:00,216,SP05,Gigi Bohling,Delish
P08,99% Dark & Pure,Bars,2.47,G6,UK,380,938.6,4179,3240.4,4/23/2021 0:00,72,SP24,Roddy Speechley,Delish
P20,Smooth Sliky Salty,Bars,2.97,G6,UK,109,323.73,1736,1412.27,8/30/2021 0:00,125,SP19,Beverie Moffet,Jucies
P04,Raspberry Choco,Bars,4.09,G6,UK,174,711.66,2947,2235.34,9/1/2021 0:00,143,SP22,Jehu Rudeforth,unkown
P16,Organic Choco Syrup,Other,1.47,G4,New Zealand,489,718.83,2933,2214.17,2/22/2021 0:00,67,SP11,Husein Augar,Yummies
P02,50% Dark Bites,Bites,2.57,G4,New Zealand,429,1102.53,11130,10027.47,10/11/2021 0:00,221,SP16,Marney O'Breen,Jucies
P04,Raspberry Choco,Bars,4.09,G3,Canada,555,2269.95,9422,7152.05,4/14/2021 0:00,167,SP12,Karlen McCaffrey,Yummies
P01,Milk Bars,Bars,1.52,G1,India,644,978.88,5796,4817.12,11/25/2021 0:00,40,SP03,Gunar Cockshoot,Yummies
P06,Eclairs,Bites,2.24,G3,Canada,531,1189.44,9016,7826.56,1/22/2021 0:00,47,SP02,Dennison Crosswaite,Yummies
P13,85% Dark Bars,Bars,0.64,G2,USA,108,69.12,2142,2072.88,8/25/2021 0:00,35,SP02,Dennison Crosswaite,Yummies
P10,Spicy Special Slims,Bites,5.79,G5,Australia,124,717.96,2100,1382.04,3/11/2021 0:00,28,SP23,Van Tuxwell,Yummies
P22,Peanut Butter Cubes,Bites,3.57,G1,India,314,1120.98,6888,5767.02,11/8/2021 0:00,12,SP01,Barr Faughny,Yummies
P04,Raspberry Choco,Bars,4.09,G5,Australia,551,2253.59,8813,6559.41,3/15/2021 0:00,336,SP09,Andria Kimpton,Jucies
P11,After Nines,Bites,4.43,G4,New Zealand,185,819.55,3500,2680.45,6/29/2021 0:00,249,SP15,Kelci Walkden,Yummies
P17,Caramel Stuffed Bars,Bars,0.54,G3,Canada,467,252.18,5600,5347.82,3/24/2021 0:00,69,SP19,Beverie Moffet,Jucies
P14,White Choc,Other,0.16,G3,Canada,477,76.32,3815,3738.68,2/26/2021 0:00,73,SP05,Gigi Bohling,Delish
P16,Organic Choco Syrup,Other,1.47,G4,New Zealand,93,136.71,651,514.29,1/13/2021 0:00,32,SP03,Gunar Cockshoot,Yummies
P13,85% Dark Bars,Bars,0.64,G2,USA,215,137.6,4081,3943.4,12/30/2021 0:00,388,SP08,Ches Bonnell,unkown
P22,Peanut Butter Cubes,Bites,3.57,G3,Canada,34,121.38,742,620.62,2/3/2021 0:00,6,SP05,Gigi Bohling,Delish
P01,Milk Bars,Bars,1.52,G4,New Zealand,353,536.56,3878,3341.44,8/31/2021 0:00,182,SP25,Camilla Castle,Delish
P01,Milk Bars,Bars,1.52,G5,Australia,94,142.88,1127,984.12,6/18/2021 0:00,293,SP25,Camilla Castle,Delish
P20,Smooth Sliky Salty,Bars,2.97,G4,New Zealand,142,421.74,2548,2126.26,7/23/2021 0:00,450,SP05,Gigi Bohling,Delish
P10,Spicy Special Slims,Bites,5.79,G3,Canada,184,1065.36,3122,2056.64,4/6/2021 0:00,446,SP05,Gigi Bohling,Delish
P06,Eclairs,Bites,2.24,G2,USA,23,51.52,343,291.48,6/30/2021 0:00,54,SP01,Barr Faughny,Yummies
P12,Fruit & Nut Bars,Bars,1.58,G5,Australia,286,451.88,6279,5827.12,10/13/2021 0:00,183,SP07,Kaine Padly,Delish
P05,Mint Chip Choco,Bars,1.54,G2,USA,419,645.26,7952,7306.74,3/24/2021 0:00,109,SP15,Kelci Walkden,Yummies
P05,Mint Chip Choco,Bars,1.54,G5,Australia,617,950.18,9863,8912.82,5/24/2021 0:00,164,SP23,Van Tuxwell,Yummies
P14,White Choc,Other,0.16,G3,Canada,147,23.52,1470,1446.48,8/13/2021 0:00,297,SP09,Andria Kimpton,Jucies
P19,70% Dark Bites,Bites,4.97,G4,New Zealand,185,919.45,4417,3497.55,12/20/2021 0:00,184,SP22,Jehu Rudeforth,unkown
P04,Raspberry Choco,Bars,4.09,G6,UK,55,224.95,924,699.05,12/31/2021 0:00,104,SP02,Dennison Crosswaite,Yummies
P16,Organic Choco Syrup,Other,1.47,G5,Australia,222,326.34,1330,1003.66,6/21/2021 0:00,15,SP23,Van Tuxwell,Yummies
P10,Spicy Special Slims,Bites,5.79,G5,Australia,179,1036.41,3563,2526.59,2/12/2021 0:00,191,SP25,Camilla Castle,Delish
P04,Raspberry Choco,Bars,4.09,G3,Canada,604,2470.36,10262,7791.64,1/6/2021 0:00,126,SP11,Husein Augar,Yummies
P02,50% Dark Bites,Bites,2.57,G5,Australia,216,555.12,5173,4617.88,9/24/2021 0:00,234,SP08,Ches Bonnell,unkown
P16,Organic Choco Syrup,Other,1.47,G3,Canada,587,862.89,4109,3246.11,1/26/2021 0:00,237,SP22,Jehu Rudeforth,unkown
P13,85% Dark Bars,Bars,0.64,G6,UK,296,189.44,5908,5718.56,8/31/2021 0:00,60,SP03,Gunar Cockshoot,Yummies
P04,Raspberry Choco,Bars,4.09,G1,India,322,1316.98,5789,4472.02,11/11/2021 0:00,202,SP12,Karlen McCaffrey,Yummies
P08,99% Dark & Pure,Bars,2.47,G4,New Zealand,465,1148.55,5572,4423.45,8/13/2021 0:00,31,SP06,Curtice Advani,Delish
P16,Organic Choco Syrup,Other,1.47,G1,India,673,989.31,6055,5065.69,3/23/2021 0:00,141,SP19,Beverie Moffet,Jucies
P21,Choco Coated Almonds,Bites,6.17,G5,Australia,112,691.04,1449,757.96,4/26/2021 0:00,371,SP14,Dotty Strutley,Delish
P05,Mint Chip Choco,Bars,1.54,G6,UK,431,663.74,8183,7519.26,10/8/2021 0:00,28,SP11,Husein Augar,Yummies
P20,Smooth Sliky Salty,Bars,2.97,G3,Canada,785,2331.45,12558,10226.55,5/18/2021 0:00,308,SP01,Barr Faughny,Yummies
P06,Eclairs,Bites,2.24,G3,Canada,421,943.04,6734,5790.96,7/21/2021 0:00,93,SP10,Brien Boise,Jucies
P06,Eclairs,Bites,2.24,G1,India,15,33.6,252,218.4,4/7/2021 0:00,214,SP21,Mallorie Waber,unkown
P13,85% Dark Bars,Bars,0.64,G1,India,214,136.96,4060,3923.04,6/21/2021 0:00,412,SP07,Kaine Padly,Delish
P11,After Nines,Bites,4.43,G5,Australia,994,4403.42,18872,14468.58,10/15/2021 0:00,419,SP13,Jan Morforth,Delish
P11,After Nines,Bites,4.43,G2,USA,285,1262.55,5985,4722.45,1/28/2021 0:00,269,SP24,Roddy Speechley,Delish
P19,70% Dark Bites,Bites,4.97,G4,New Zealand,173,859.81,3801,2941.19,5/10/2021 0:00,85,SP14,Dotty Strutley,Delish
P07,Drinking Coco,Other,1.62,G1,India,443,717.66,10626,9908.34,8/16/2021 0:00,84,SP04,Wilone O'Kielt,Delish
P05,Mint Chip Choco,Bars,1.54,G4,New Zealand,329,506.66,5586,5079.34,6/9/2021 0:00,32,SP07,Kaine Padly,Delish
P11,After Nines,Bites,4.43,G6,UK,42,186.06,910,723.94,7/28/2021 0:00,211,SP13,Jan Morforth,Delish
P16,Organic Choco Syrup,Other,1.47,G2,USA,196,288.12,1372,1083.88,12/8/2021 0:00,281,SP14,Dotty Strutley,Delish
P05,Mint Chip Choco,Bars,1.54,G1,India,125,192.5,1995,1802.5,10/4/2021 0:00,10,SP11,Husein Augar,Yummies
P02,50% Dark Bites,Bites,2.57,G6,UK,154,395.78,3997,3601.22,10/20/2021 0:00,450,SP11,Husein Augar,Yummies
P10,Spicy Special Slims,Bites,5.79,G4,New Zealand,112,648.48,2114,1465.52,11/22/2021 0:00,394,SP01,Barr Faughny,Yummies
P22,Peanut Butter Cubes,Bites,3.57,G6,UK,482,1720.74,12033,10312.26,1/25/2021 0:00,373,SP10,Brien Boise,Jucies
P16,Organic Choco Syrup,Other,1.47,G2,USA,1351,1985.97,12152,10166.03,6/9/2021 0:00,202,SP12,Karlen McCaffrey,Yummies
P05,Mint Chip Choco,Bars,1.54,G5,Australia,735,1131.9,12481,11349.1,3/4/2021 0:00,30,SP24,Roddy Speechley,Delish
P21,Choco Coated Almonds,Bites,6.17,G6,UK,463,2856.71,7406,4549.29,5/18/2021 0:00,391,SP12,Karlen McCaffrey,Yummies
P14,White Choc,Other,0.16,G3,Canada,447,71.52,3570,3498.48,1/4/2021 0:00,335,SP11,Husein Augar,Yummies
P16,Organic Choco Syrup,Other,1.47,G1,India,588,864.36,5285,4420.64,5/12/2021 0:00,131,SP09,Andria Kimpton,Jucies
P15,Baker's Choco Chips,Bars,3.4,G1,India,72,244.8,1799,1554.2,3/8/2021 0:00,308,SP18,Madelene Upcott,Jucies
P22,Peanut Butter Cubes,Bites,3.57,G4,New Zealand,143,510.51,3276,2765.49,2/8/2021 0:00,338,SP11,Husein Augar,Yummies
P06,Eclairs,Bites,2.24,G5,Australia,381,853.44,5712,4858.56,12/13/2021 0:00,214,SP02,Dennison Crosswaite,Yummies
P14,White Choc,Other,0.16,G5,Australia,689,110.24,4823,4712.76,6/9/2021 0:00,162,SP09,Andria Kimpton,Jucies
P04,Raspberry Choco,Bars,4.09,G4,New Zealand,365,1492.85,6559,5066.15,1/20/2021 0:00,88,SP11,Husein Augar,Yummies
